_id,id,longitude,latitude,alamat,desa,kecamatan,pemilik site,tinggi,luas tanah,tipe menara,tipe site,lokasi
233,150113,110.235446,-7.9769714,Koripan RT 01,Poncosari,Srandakan ,PT. Solusi Tunas Pratama,51,180,3 KAKI,Greenfield,pemukiman
234,150118,110.2656546,-7.9686272,Sanden RT 02,Murtigading,Sanden ,PT. Solusi Tunas Pratama,50,242,3 KAKI,Greenfield,pemukiman
235,150125/250029,110.2972742,-8.0077509,Depok Rt 01,Parangtritis,Kretek ,PT. Solusi Tunas Pratama,72,72,4 KAKI,Greenfield,pemukiman
236,150129,110.318122,-7.9736116,"Jl Parangtritis Km 21, Sruwuh",Donotirto,Kretek ,PT. Solusi Tunas Pratama,50,225,3 KAKI,Greenfield,pemukiman
237,150145,110.2924823,-7.9392441,Depok Rt. 03,Gilangharjo,Pandak ,PT. Solusi Tunas Pratama,42,144,3 KAKI,Greenfield,pemukiman
238,150146,110.3230672,-7.9293908,Plumbungan RT 02,Sumbermulyo,Bambanglipuro ,PT. Solusi Tunas Pratama,51,225,3 KAKI,Greenfield,pemukiman
239,150161,110.3791011,-7.834074,Dusun Sokowaten RT 04,Tamanan,Banguntapan,PT. Solusi Tunas Pratama,30,30,3 KAKI,Greenfield,pemukiman
240,150165,110.4013595,-7.7920499,Sorowajan no. 71 Rt. 04,Banguntapan,Banguntapan,PT. Solusi Tunas Pratama,36,100,3 KAKI,Greenfield,pemukiman
241,150244,110.33527,-7.80821,Dusun Sonopakis Kidul Rt02 Rw 28,Ngestiharjo,Kasihan ,PT. Solusi Tunas Pratama,30,30,3 KAKI,Greenfield,pemukiman
242,150258,110.25784,-7.92626,Dukuh Celan X,Trimurti,Srandakan ,PT. Solusi Tunas Pratama,51,150,4 KAKI,Greenfield,pemukiman
243,150256,110.35423,-7.83004,Jl. Raya Bantul RT. 10/50 Dongkelan,Panggungharjo,Sewon ,PT. Solusi Tunas Pratama,45,100,3 KAKI,Greenfield,pemukiman
244,250206,110.36079,-784555,Jl. Pandes Rt. 03 / Jl. Parangtritis Km 5.5,Panggungharjo,Sewon ,PT. Solusi Tunas Pratama,42,80,3 KAKI,Greenfield,pemukiman
245,150008,110.4116571,-7.9667619,Ds. Nawungan II Rt 01,Selopamioro,Imogiri ,PT. Solusindo Kreasi Pratama,62,62,4 KAKI,Greenfield,pemukiman
246,150055,110.337501,-7.8125205,Sono Pakis Kidul,Ngestiharjo,Kasihan ,PT. Solusindo Kreasi Pratama,42,42,4 KAKI,Greenfield,pemukiman
247,150075,110.2457544,-7.8531539,Dukuh Sungapan,Argodadi,Sedayu ,PT. Solusindo Kreasi Pratama,52,52,4 KAKI,Greenfield,pemukiman
248,150112,110.2302724,-7.9686394,Sambeng 01 Rt 03,Poncosari,Srandakan ,PT. Solusindo Kreasi Pratama,72,72,4 KAKI,Greenfield,pemukiman
249,150208,110.3725665,-7.8380275,Tanjung RT 06,Bangunharjo,Sewon ,PT. Solusindo Kreasi Pratama,62,62,4 KAKI,Greenfield,pemukiman
250,150233,110.40806,-7.81778,Jl. Garuda Np. 30 RT 10/04,Jaranan,Banguntapan ,PT. Solusindo Kreasi Pratama,52,165,4 KAKI,Greenfield,pemukiman
251,250053,110.29636,-7.8942,Ngeblak Rt 06,Wijirejo,Pandak ,PT. Solusindo Kreasi Pratama,72,72,4 KAKI,Greenfield,pemukiman
252,250054,110.32732,-7.80679,Geblagan Rt 01,Tamantirto,Kasihan ,PT. Solusindo Kreasi Pratama,42,42,4 KAKI,Greenfield,pemukiman
253,250055,110.45695,-7.83066,Bintaran Wetan Rt 06,Srimulyo,Piyungan ,PT. Solusindo Kreasi Pratama,42,150,4 KAKI,Greenfield,pemukiman
254,150009,110.4116561,-7.9710777,Jl Pibal ds nawungan Rt 01,Selopamioro,Imogiri ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
255,150011,110.4294843,-7.9313582,Komplek Pasar Pencil,Mangunan,Dlingo ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
256,150013,110.3477661,-7.8180102,Tegal Senggotan,Tirtonirmolo,Kasihan ,PT. Telkomsel,36,174,4 KAKI,Greenfield,pemukiman
257,150016,110.3592587,-7.8322484,Glugo,Panggungharjo,Sewon ,PT. Telkomsel,62,100,4 KAKI,Greenfield,pemukiman
258,150019,110.3742256,-7.8803199,Ngentak /Klayu,Timbulharjo,Sewon ,PT. Telkomsel,36,100,4 KAKI,Greenfield,pemukiman
259,150022,110.4676078,-7.9292263,Tanjan,Temuwuh,Dlingo ,PT. Telkomsel,62,225,4 KAKI,Greenfield,pemukiman
260,150027,110.4502481,-7.8890458,Kebokuning,Terong,Dlingo ,PT. Telkomsel,52,252,4 KAKI,Greenfield,pemukiman
261,150028,110.419705,-7.9013807,Karangtalun Rt 02 Rw 03,Wukirsari,Imogiri ,PT. Telkomsel,62,225,4 KAKI,Greenfield,pemukiman
262,150032,110.3962901,-7.8943295,Kembang Songo,Trimulyo,Jetis ,PT. Telkomsel,62,62,4 KAKI,Greenfield,pemukiman
263,150035,110.4061654,-7.8678054,Kangotan,Pleret,Pleret ,PT. Telkomsel,62,72,4 KAKI,Greenfield,pemukiman
264,150040,110.3879271,-7.8627032,Ds PandesRt 00,Wonokromo,Pleret ,PT. Telkomsel,42,225,4 KAKI,Greenfield,pemukiman
265,150047,110.4068725,-7.8266079,"Jl Garuda, GG Sadewa rt 02/45 Modalan",Banguntapan,Banguntapan,PT. Telkomsel,52,300,4 KAKI,Greenfield,pemukiman
266,150049,110.3909304,-7.8434669,Grojogan Gt 04 Gw02,Wirokerten,Banguntapan,PT. Telkomsel,36,42,4 KAKI,Greenfield,pemukiman
267,150057,110.3477693,-7.8180706,Jl Bugisan Selatan No 07,Tirtonirmolo,Kasihan ,PT. Telkomsel,36,42,4 KAKI,Greenfield,pemukiman
268,150059,110.3408449,-7.8295287,Padokan kidul RT 03,Tirtonirmolo,Kasihan ,PT. Telkomsel,42,100,4 KAKI,Greenfield,pemukiman
269,150060,110.3290038,-7.8207614,Brajan RT 01 / RW 14,Tamantirto,Kasihan ,PT. Telkomsel,62,114,4 KAKI,Greenfield,pemukiman
270,150069,110.3049909,-7.8422992,Kalirandu rt 08 rw 25,Bangunjiwo,Kasihan ,PT. Telkomsel,62,252,4 KAKI,Greenfield,pemukiman
271,150070,110.3323398,-7.8422014,Goren RT 01,Bangunjiwo,Kasihan ,PT. Telkomsel,52,225,4 KAKI,Greenfield,pemukiman
272,150081,110.2595673,-7.8133706,Kalakan RT 04,Argorejo,Sedayu ,PT. Telkomsel,52,225,4 KAKI,Greenfield,pemukiman
273,150083,110.2779941,-7.7905624,Jl Raya Argo Mulyo Kemusuk Lor,Argomulyo,Sedayu ,PT. Telkomsel,36,100,4 KAKI,Greenfield,pemukiman
274,150099,110.3527426,-7.8913334,Jl Parangtritis Km 11,Sabdodadi,Bantul,PT. Telkomsel,52,100,4 KAKI,Greenfield,pemukiman
275,150102,110.349284,-7.9297002,Dusun Bobok,Patalan,Jetis ,PT. Telkomsel,52,292,4 KAKI,Greenfield,pemukiman
276,150105,110.3420892,-7.9555066,Dusun Piring Rt 06 Rw 19,Srihardono,Pundong ,PT. Telkomsel,36,300,4 KAKI,Greenfield,pemukiman
277,150111,110.234797,-7.9629188,Sambeng 01 RT 03,Poncosari,Srandakan ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
278,150117,110.2646728,-7.9688842,Ds Sanden Rt 01/29,Murtigading,Sanden ,PT. Telkomsel,62,225,4 KAKI,Greenfield,pemukiman
279,150126,110.2982488,-8.0062525,Depok RT 01,Parangtritis,Kretek ,PT. Telkomsel,72,602,4 KAKI,Greenfield,pemukiman
280,150130,110.318396,-7.9720152,Jl Parangtritis Km 21 Sruwuh,Donotirto,Kretek ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
281,150134,110.287671,-7.9666411,Dusun Karen RT 01,Tirtomulyo,Kretek ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
282,150136,110.3064949,-7.9342284,Tangkilan RT 04,Sumbermulyo,Bambanglipuro ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
283,150138,110.2718772,-7.8857951,Kamijoro RT 02,Sendangsari,Pajangan ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
284,150144,110.2753304,-7.9292423,Kalisat RT 06 Gunturan,Triharjo,Pandak ,PT. Telkomsel,72,252,4 KAKI,Greenfield,pemukiman
285,150151,110.3114797,-7.9049429,Jodog Legi RT 04,Gilangharjo,Pandak ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
286,150164/250009,110.3998685,-7.7954825,Sokowetan RT 04 RW 13,Banguntapan,Banguntapan,PT. Telkomsel,35,144,3 KAKI,Greenfield,pemukiman
287,150171,110.4073134,-7.7925698,Akakom Janti,Banguntapan,Banguntapan,PT. Telkomsel,4,4,POLE,Rooftop,pemukiman
288,150179,110.4171192,-7.8188845,Gg Sri Kolaka Rt 11 Rw 8,Baturetno,Banguntapan,PT. Telkomsel,42,147,4 KAKI,Greenfield,pemukiman
289,150187,110.4721975,-7.8352509,Ds pandayan Rt 05 Rw 29,Srimulyo,Piyungan ,PT. Telkomsel,72,216,4 KAKI,Greenfield,pemukiman
290,150190,110.4299449,-7.840601,Cepok Jajar,Sitimulyo,Piyungan ,PT. Telkomsel,42,100,3 KAKI,Greenfield,pemukiman
291,150195,110.3610593,-7.8713682,Dukuh Mriyan Rt 06,Timbulharjo,Sewon ,PT. Telkomsel,62,190,3 KAKI,Greenfield,pemukiman
292,150199,110.3378847,-7.8705266,Bakalan / Dukuh Blunyahan,Pendowoharjo,Sewon ,PT. Telkomsel,72,150,4 KAKI,Greenfield,pemukiman
293,150201,110.3141735,-7.8775506,Iroyudan RT 01 / RW 06,Guwosari,Pajangan ,PT. Telkomsel,72,100,4 KAKI,Greenfield,pemukiman
294,150203,110.3007031,-7.8589695,Pringgading RT 04,Guwosari,Pajangan ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
295,150209,110.250923,-7.9378245,Srandakan RT 04,Trimurti,Srandakan ,PT. Telkomsel,72,225,4 KAKI,Greenfield,pemukiman
296,150214,110.273472,-7.831838,Dusun Metes RT 46,Argorejo,Sedayu ,PT. Telkomsel,72,100,4 KAKI,Greenfield,pemukiman
297,150220,110.3478501,-7.7867188,Ds.Sumberan RT11 RW05 Kel.Ngestiharjo Kec.Kasihan,Ngestiharjo,Kasihan ,PT. Telkomsel,42,100,4 KAKI,Greenfield,pemukiman
298,250045,110.39915,-7.78871,Jl. Sorowajan Baru Rt 15/12,Banguntapan,Banguntapan,PT. Telkomsel,30,150,4 KAKI,Greenfield,pemukiman
299,250207,110.3559,-7.85637,Jl. Parangtritis km. 7 (selatan Kantor Pos Sewon),Panggungharjo,Sewon ,PT. Tower Bersama,18,2,Monopole,Greenfield,pemukiman
300,150066,110.3502987,-7.8361897,Kweni,Panggungharjo,Sewon ,PT. Tower Bersama,52,148,4 KAKI,Greenfield,pemukiman
301,150120,110.2854965,-7.9679894,Dusun Ceme Dukuh II,Srigading,Sanden ,PT. Tower Bersama,42,42,4 KAKI,Greenfield,pemukiman
302,150158,110.3338692,-7.8833145,Jl Ahmad Yani Melikan Kidul,Bantul,Bantul,PT. Tower Bersama,72,72,4 KAKI,Greenfield,pemukiman
303,150218,110.4369914,-7.9189077,Dk Karangasem,Muntuk,Dlingo ,PT. Tower Bersama,36,40,4 KAKI,Greenfield,pemukiman
304,150235,110.39967,-7.80197,Perum Gedong Kuning RT. 32/18,Banguntapan,Banguntapan,PT. Tower Bersama,42,225,4 KAKI,Greenfield,pemukiman
305,150254,110.39919,-7.91121,Nogosari 1,Wukirsari,Imogiri ,PT. Tower Bersama,62,62,4 KAKI,Greenfield,pemukiman
306,250052,110.24834,-7.98069,Wonorejo II Rt 04,Gadingsari,Sanden ,PT. Tower Bersama,62,150,4 KAKI,Greenfield,pemukiman
307,250121,110.33057,-7.82857,Kembaran Rt. 07,Tamantirto,Kasihan ,PT. Tower Bersama,32,150,4 KAKI,Greenfield,pemukiman
308,250122,110.32648,-7.81418,Ngrukeman Rt. 03,Tamantirto,Kasihan ,PT. Tower Bersama,42,150,4 KAKI,Greenfield,pemukiman
309,250148,110.32448,-7.80987,Jl. Ringroad Selatan,Tamantirto,Kasihan ,PT. Tower Bersama,18,2,Monopole,Greenfield,pemukiman
310,250159,110.3688,-7.83592,Jl. Ringroad Selatan,Bangunharjo,Sewon ,PT. Tower Bersama,18,2,Monopole,Greenfield,pemukiman
311,250160,110.31683,-7.81699,Mranggen Rt. 03,Tamantirto,Kasihan ,PT. Tower Bersama,62,150,4 KAKI,Greenfield,pemukiman
312,250196,110.35175,-7.86962,Jl. Parangtritis km 8,Timbulharjo,Sewon ,PT. Tower Bersama,18,2,Monopole,Greenfield,pemukiman
313,250205,110.35107,-7.843175,Dkh. Sawit Rt. 01,Panggungharjo,Sewon ,PT. Tower Bersama,42,225,4 KAKI,Greenfield,pemukiman
314,250208,110.34674,-7.81403,Dsn. Jomegatan Rt. 08,Ngestiharjo,Kasihan ,PT. Tower Bersama,32,150,4 KAKI,Greenfield,pemukiman
315,250209,110.42041,-7.81064,"Jl. Garuda no. 58, dsn. Sampangan",Baturetno,Banguntapan,PT. Tower Bersama,32,225,4 KAKI,Greenfield,pemukiman
316,250210,110.41723,-7.83282,Dsn. Condrowangsang Rt. 04,Potorono,Banguntapan,PT. Tower Bersama,42,225,4 KAKI,Greenfield,pemukiman
317,250211,110.35763,-7.82828,Jl. Ringroad Selatan,Panggungharjo,Sewon ,PT. Tower Bersama,18,2,Monopole,Greenfield,pemukiman
318,250254,110.3393,-7.81737,Bekelan Rt. 03 Dukuh II Kersan,Tirtonirmolo,Kasihan ,PT. Tower Bersama,32,100,4 KAKI,Greenfield,pemukiman
319,250256,110.3232,-7.81962,Tundan Rt. 04,Tamantirto,Kasihan ,PT. Tower Bersama,32,100,4 KAKI,Greenfield,pemukiman
320,250257,110.37171,-7.91278,Barongan Rt. 01,Sumberagung,Jetis ,PT. Tower Bersama,62,120,4 KAKI,Greenfield,persawahan
321,250279,110.242139,-7.809194,Dusun Botokan RT. 19,Argosari,Sedayu ,PT. Tower Bersama,52,100,4 KAKI,Greenfield,pemukiman
322,250298,110.312106,-7.942361,Bregan RT. 04,Mulyodadi,Bambanglipuro ,PT. Tower Bersama,52,100,4 KAKI,Greenfield,pemukiman
323,250324,110.32109,-7.80585,Gang Kemuning RT. 06,Tamantirto,Kasihan ,PT. Tower Bersama,42,100,3 KAKI,Greenfield,pemukiman
324,250300,110.28266,-7.79979,Pedukuhan Watu RT. 04,Argomulyo,Sedayu ,PT. Tower Bersama ,32,100,4 KAKI,Greenfield,pemukiman
325,150078,110.2490055,-7.8423687,Dusun Selogedang,Argodadi,Sedayu ,PT. Towerindo Konvergensi,52,225,4 KAKI,Greenfield,pemukiman
326,150104,110.3286474,-7.9482644,Jamprit RT 01,Panjangrejo,Pundong ,PT. Towerindo Konvergensi,36,144,4 KAKI,Greenfield,pemukiman
327,150155,110.3415118,-7.8990489,Nogosari RT 07,Trirenggo,Bantul,PT. Towerindo Konvergensi,62,144,4 KAKI,Greenfield,pemukiman
328,150196,110.3617619,-7.8723575,Cangkringmalang/Dk Mriyan Rt 06,Timbulharjo,Sewon ,PT. Towerindo Konvergensi,62,144,4 KAKI,Greenfield,pemukiman
329,250062,110.33102,-7.81233,Dusun Tempuran RT. 09,Tamantirto,Kasihan ,PT. Triview Geospatial Mandiri,42,120,4 KAKI,Greenfield,pemukiman
330,250240,110.32438,-7.86433,"Dusun Tegaldowo Rt. 02, Dk. Grujukan",Bantul,Bantul,PT. Triview Geospatial Mandiri,42,100,4 KAKI,Greenfield,pemukiman
331,150003,110.3812198,-7.92221,Bandungan Rt 03/05,Karangtalun,Imogiri ,PT. XL Axiata,70,225,4 KAKI,Greenfield,pemukiman
332,150014,110.3507979,-7.8190868,Dongkelan Kauman Rt 05,Tirtonirmolo,Kasihan ,PT. XL Axiata,42,225,4 KAKI,Greenfield,pemukiman
333,150020,110.3737195,-7.895345,Jl Raya Imogiri Barat Dk Kertan,Sumberagung,Jetis ,PT. XL Axiata,50,195,3 KAKI,Greenfield,pemukiman
334,150023,110.4683748,-7.9346329,Kuripan 1 RT 04,Dlingo,Dlingo ,PT. XL Axiata,71,225,3 KAKI,Greenfield,pemukiman
335,150024,110.4516297,-7.8851737,Kebokuning RT 04,Terong,Dlingo ,PT. XL Axiata,36,182,3 KAKI,Greenfield,pemukiman
336,150030,110.3835845,-7.895792,Jl. Imogiri Timur Ds. Karang Duwet Rt. 10,Trimulyo,Jetis ,PT. XL Axiata,52,42,4 KAKI,Greenfield,pemukiman
337,150039,110.3894764,-7.8704522,Dsn Brajan,Wonokromo,Pleret ,PT. XL Axiata,70,400,3 KAKI,Greenfield,pemukiman
338,150046,110.4098943,-7.8282242,Karangturi Rw. 14,Banguntapan,Banguntapan,PT. XL Axiata,52,52,4 KAKI,Greenfield,pemukiman
339,150058,110.344665,-7.8271042,Padokan Lor,Tirtonirmolo,Kasihan ,PT. XL Axiata,51,144,3 KAKI,Greenfield,pemukiman
340,150063,110.3490145,-7.8293389,Jogonalan Lor,Tirtonirmolo,Kasihan ,PT. XL Axiata,42,36,4 KAKI,Greenfield,pemukiman
341,150071,110.3345034,-7.8430372,Goren RT 02,Bangunjiwo,Kasihan ,PT. XL Axiata,50,256,3 KAKI,Greenfield,pemukiman
342,150080,110.2579946,-7.8141341,Jl Raya Wates Km 12 Semampir,Argorejo,Sedayu ,PT. XL Axiata,70,400,3 KAKI,Greenfield,pemukiman
343,150090,110.3599114,-7.8491581,Jetis Dk Prancak Glondong,Panggungharjo,Sewon ,PT. XL Axiata,50,225,3 KAKI,Greenfield,pemukiman
344,150093,110.3506165,-7.8718286,Gatak Rt 01,Timbulharjo,Sewon ,PT. XL Axiata,52,35,4 KAKI,Greenfield,pemukiman
345,150095,110.3460812,-7.8865414,Klembon RT 07,Trirenggo,Bantul,PT. XL Axiata,70,400,3 KAKI,Greenfield,pemukiman
346,150150,110.3123905,-7.906422,Dusun Karang Asem RT 01 / RW 07,Gilangharjo,Pandak ,PT. XL Axiata,70,400,3 KAKI,Greenfield,pemukiman
347,150172,110.4109438,-7.80096,Wonocatur Rt 08 Rw 25,Banguntapan,Banguntapan,PT. XL Axiata,32,144,POLE,Greenfield,pemukiman
348,150177,110.40712,-7.8129, Sunten Dukuh Jomblangan Rt. 08/ Rw. 32,Banguntapan,Banguntapan,PT. XL Axiata,42,42,4 KAKI,Greenfield,pemukiman
349,150197,110.3387634,-7.867497,Dusun Cepit RT 12 Dk Sawahan,Pendowoharjo,Sewon ,PT. XL Axiata,51,165,3 KAKI,Greenfield,pemukiman
350,150212,110.3199371,-7.8125807,Ngebel RT 04,Tamantirto,Kasihan ,PT. XL Axiata,51,42,3 KAKI,Greenfield,pemukiman
351,150216,110.3275379,-7.8865551,Jl. Wolter Monginsidi No 1,Bantul,Bantul,PT. XL Axiata,50,28,4 KAKI,Greenfield,pemukiman
352,150225,110.475,-7.85194,Ds. Pandeyan Rt 04 Rw 55,Srimulyo,Piyungan ,PT. XL Axiata,30,100,3 KAKI,Greenfield,pemukiman
